EmployeeID,EmployeeProfile,EmployeeEmail,EmployeeName,EmployeeRole,EmployeeStatus,EmployeeSalary,EmployeeJobType,EmployeeResident,EmployeeAge,Bonuses
851,Profile 851,user851@corporate.net,Employee 851,DevOps Engineer,Inactive,8287,Full-time,PR,62,282
852,Profile 852,user852@example.com,Employee 852,QA Engineer,Inactive,6070,Contract,Citizen,39,373
853,Profile 853,user853@corporate.net,Employee 853,UX Designer,Active,3796,Part-time,PR,53,440
854,Profile 854,user854@corporate.net,Employee 854,Software Engineer,Active,8539,Contract,Citizen,22,363
855,Profile 855,user855@company.org,Employee 855,Project Manager,Active,6078,Contract,Foreigner,63,780
856,Profile 856,user856@corporate.net,Employee 856,QA Engineer,Inactive,6678,Part-time,PR,60,744
857,Profile 857,user857@company.org,Employee 857,DevOps Engineer,Inactive,3785,Contract,Foreigner,55,185
858,Profile 858,user858@mail.com,Employee 858,Product Manager,Active,9325,Part-time,Foreigner,43,256
859,Profile 859,user859@mail.com,Employee 859,UX Designer,Inactive,8055,Contract,Foreigner,63,63
860,Profile 860,user860@company.org,Employee 860,Software Engineer,Inactive,3362,Full-time,Foreigner,59,124
861,Profile 861,user861@corporate.net,Employee 861,Software Engineer,Active,6420,Contract,Foreigner,25,221
862,Profile 862,user862@corporate.net,Employee 862,Business Analyst,Inactive,6531,Contract,PR,53,954
863,Profile 863,user863@company.org,Employee 863,Project Manager,Active,9475,Contract,PR,50,506
864,Profile 864,user864@example.com,Employee 864,Marketing Executive,Inactive,8724,Full-time,Foreigner,29,979
865,Profile 865,user865@company.org,Employee 865,UX Designer,Active,9589,Part-time,Foreigner,60,708
866,Profile 866,user866@example.com,Employee 866,Project Manager,Inactive,7321,Part-time,PR,50,334
867,Profile 867,user867@corporate.net,Employee 867,QA Engineer,Inactive,5158,Full-time,Citizen,50,281
868,Profile 868,user868@corporate.net,Employee 868,UX Designer,Active,5647,Full-time,PR,40,817
869,Profile 869,user869@example.com,Employee 869,Product Manager,Inactive,5325,Part-time,Citizen,33,890
870,Profile 870,user870@corporate.net,Employee 870,HR Manager,Inactive,4966,Full-time,PR,47,477
871,Profile 871,user871@corporate.net,Employee 871,Software Engineer,Active,6007,Full-time,Citizen,32,783
872,Profile 872,user872@company.org,Employee 872,Data Analyst,Inactive,9349,Part-time,PR,48,787
873,Profile 873,user873@corporate.net,Employee 873,Data Analyst,Inactive,8190,Part-time,Foreigner,55,156
874,Profile 874,user874@company.org,Employee 874,Business Analyst,Inactive,5622,Part-time,PR,62,183
875,Profile 875,user875@mail.com,Employee 875,Data Analyst,Inactive,3130,Full-time,Citizen,26,926
876,Profile 876,user876@corporate.net,Employee 876,Business Analyst,Inactive,4895,Contract,Foreigner,45,541
877,Profile 877,user877@company.org,Employee 877,Data Analyst,Active,9491,Contract,PR,48,479
878,Profile 878,user878@corporate.net,Employee 878,HR Manager,Active,7498,Contract,PR,46,982
879,Profile 879,user879@corporate.net,Employee 879,Data Analyst,Inactive,7102,Contract,PR,59,188
880,Profile 880,user880@corporate.net,Employee 880,QA Engineer,Active,3699,Full-time,Foreigner,47,64
881,Profile 881,user881@corporate.net,Employee 881,Data Analyst,Active,6993,Contract,PR,45,611
882,Profile 882,user882@corporate.net,Employee 882,QA Engineer,Inactive,7719,Full-time,Citizen,43,230
883,Profile 883,user883@corporate.net,Employee 883,HR Manager,Active,6787,Part-time,Foreigner,45,282
884,Profile 884,user884@corporate.net,Employee 884,Data Analyst,Inactive,7385,Part-time,PR,41,955
885,Profile 885,user885@example.com,Employee 885,Product Manager,Active,3085,Full-time,Foreigner,45,346
886,Profile 886,user886@example.com,Employee 886,Business Analyst,Inactive,5663,Contract,Foreigner,46,930
887,Profile 887,user887@company.org,Employee 887,Software Engineer,Inactive,9177,Part-time,Foreigner,41,175
888,Profile 888,user888@example.com,Employee 888,Product Manager,Inactive,5362,Contract,Foreigner,64,68
889,Profile 889,user889@company.org,Employee 889,Data Analyst,Active,8314,Part-time,PR,39,270
890,Profile 890,user890@example.com,Employee 890,Business Analyst,Inactive,6619,Part-time,PR,59,175
891,Profile 891,user891@mail.com,Employee 891,Product Manager,Inactive,4605,Part-time,Citizen,39,110
892,Profile 892,user892@mail.com,Employee 892,QA Engineer,Active,5671,Part-time,Citizen,28,427
893,Profile 893,user893@company.org,Employee 893,Data Analyst,Inactive,4934,Contract,PR,30,288
894,Profile 894,user894@company.org,Employee 894,QA Engineer,Inactive,5569,Full-time,PR,27,780
895,Profile 895,user895@mail.com,Employee 895,Marketing Executive,Inactive,6498,Full-time,Foreigner,49,608
896,Profile 896,user896@corporate.net,Employee 896,Marketing Executive,Active,3507,Part-time,Citizen,63,659
897,Profile 897,user897@company.org,Employee 897,UX Designer,Active,6551,Contract,PR,21,607
898,Profile 898,user898@company.org,Employee 898,HR Manager,Inactive,9716,Full-time,Citizen,42,536
899,Profile 899,user899@corporate.net,Employee 899,Project Manager,Inactive,9964,Part-time,Citizen,26,342
900,Profile 900,user900@example.com,Employee 900,Product Manager,Active,5942,Part-time,Foreigner,23,365
901,Profile 901,user901@mail.com,Employee 901,Software Engineer,Inactive,8056,Contract,PR,59,789
902,Profile 902,user902@mail.com,Employee 902,Data Analyst,Active,7987,Part-time,Citizen,41,420
903,Profile 903,user903@mail.com,Employee 903,HR Manager,Inactive,5768,Contract,Citizen,47,806
904,Profile 904,user904@mail.com,Employee 904,Product Manager,Inactive,9853,Full-time,Foreigner,26,304
905,Profile 905,user905@mail.com,Employee 905,Business Analyst,Inactive,9854,Contract,Citizen,50,739
906,Profile 906,user906@company.org,Employee 906,Marketing Executive,Active,5211,Contract,PR,46,159
907,Profile 907,user907@corporate.net,Employee 907,HR Manager,Inactive,8412,Part-time,Citizen,46,973
908,Profile 908,user908@company.org,Employee 908,Marketing Executive,Inactive,8104,Full-time,Citizen,52,166
909,Profile 909,user909@example.com,Employee 909,DevOps Engineer,Inactive,9386,Full-time,PR,47,941
910,Profile 910,user910@company.org,Employee 910,UX Designer,Inactive,7067,Contract,Foreigner,64,552
911,Profile 911,user911@mail.com,Employee 911,Product Manager,Inactive,7799,Contract,PR,44,914
912,Profile 912,user912@mail.com,Employee 912,UX Designer,Inactive,8780,Part-time,Citizen,30,100
913,Profile 913,user913@example.com,Employee 913,QA Engineer,Active,8624,Part-time,Citizen,65,218
914,Profile 914,user914@company.org,Employee 914,QA Engineer,Active,9521,Full-time,PR,21,559
915,Profile 915,user915@company.org,Employee 915,Product Manager,Inactive,4694,Full-time,Citizen,24,920
916,Profile 916,user916@mail.com,Employee 916,Product Manager,Inactive,8204,Full-time,PR,46,975
917,Profile 917,user917@company.org,Employee 917,Project Manager,Active,6884,Part-time,Citizen,51,324
918,Profile 918,user918@mail.com,Employee 918,Data Analyst,Inactive,5277,Contract,Foreigner,62,685
919,Profile 919,user919@company.org,Employee 919,HR Manager,Inactive,6109,Full-time,Citizen,42,354
920,Profile 920,user920@example.com,Employee 920,Project Manager,Inactive,7922,Contract,Citizen,53,36
921,Profile 921,user921@corporate.net,Employee 921,UX Designer,Inactive,5067,Full-time,Citizen,23,294
922,Profile 922,user922@example.com,Employee 922,Business Analyst,Active,9586,Full-time,Foreigner,36,507
923,Profile 923,user923@corporate.net,Employee 923,HR Manager,Inactive,5578,Contract,PR,57,588
924,Profile 924,user924@corporate.net,Employee 924,QA Engineer,Active,6515,Part-time,Citizen,31,702
925,Profile 925,user925@company.org,Employee 925,Product Manager,Active,3844,Contract,PR,21,416
926,Profile 926,user926@company.org,Employee 926,Software Engineer,Inactive,5739,Contract,Foreigner,21,966
927,Profile 927,user927@corporate.net,Employee 927,DevOps Engineer,Inactive,8983,Full-time,PR,45,303
928,Profile 928,user928@mail.com,Employee 928,Marketing Executive,Inactive,8249,Contract,Citizen,27,8
929,Profile 929,user929@company.org,Employee 929,Product Manager,Active,7806,Contract,PR,49,739
930,Profile 930,user930@example.com,Employee 930,Data Analyst,Active,3054,Full-time,PR,57,44
931,Profile 931,user931@example.com,Employee 931,Product Manager,Inactive,7459,Part-time,Citizen,20,979
932,Profile 932,user932@company.org,Employee 932,Project Manager,Inactive,9002,Full-time,Foreigner,47,858
933,Profile 933,user933@mail.com,Employee 933,Marketing Executive,Inactive,8411,Part-time,Foreigner,60,182
934,Profile 934,user934@example.com,Employee 934,HR Manager,Inactive,5114,Full-time,Citizen,55,58
935,Profile 935,user935@corporate.net,Employee 935,UX Designer,Inactive,6468,Full-time,PR,47,387
936,Profile 936,user936@mail.com,Employee 936,Marketing Executive,Active,3902,Contract,Foreigner,63,586
937,Profile 937,user937@example.com,Employee 937,Data Analyst,Active,3392,Part-time,Citizen,60,212
938,Profile 938,user938@example.com,Employee 938,Business Analyst,Inactive,6240,Full-time,Citizen,50,354
939,Profile 939,user939@corporate.net,Employee 939,Business Analyst,Inactive,7463,Full-time,Foreigner,57,76
940,Profile 940,user940@example.com,Employee 940,Product Manager,Active,8556,Contract,PR,36,592
941,Profile 941,user941@corporate.net,Employee 941,HR Manager,Inactive,9343,Contract,PR,61,555
942,Profile 942,user942@company.org,Employee 942,Software Engineer,Active,8062,Contract,Foreigner,38,481
943,Profile 943,user943@company.org,Employee 943,Data Analyst,Inactive,8945,Part-time,PR,58,313
944,Profile 944,user944@example.com,Employee 944,Marketing Executive,Active,5857,Full-time,Citizen,50,123
945,Profile 945,user945@corporate.net,Employee 945,Data Analyst,Active,5028,Full-time,Citizen,57,740
946,Profile 946,user946@company.org,Employee 946,Software Engineer,Inactive,5319,Contract,Citizen,63,335
947,Profile 947,user947@mail.com,Employee 947,HR Manager,Active,7322,Full-time,Citizen,54,970
948,Profile 948,user948@corporate.net,Employee 948,DevOps Engineer,Active,8918,Contract,PR,58,663
949,Profile 949,user949@company.org,Employee 949,Product Manager,Active,8086,Contract,Citizen,51,661
950,Profile 950,user950@corporate.net,Employee 950,Project Manager,Active,6764,Contract,PR,49,62
951,Profile 951,user951@corporate.net,Employee 951,Business Analyst,Active,3314,Full-time,Foreigner,53,787
952,Profile 952,user952@company.org,Employee 952,Marketing Executive,Inactive,8472,Contract,Citizen,41,260
953,Profile 953,user953@corporate.net,Employee 953,HR Manager,Active,9765,Full-time,Foreigner,54,869
954,Profile 954,user954@corporate.net,Employee 954,UX Designer,Inactive,4750,Full-time,Foreigner,26,688
955,Profile 955,user955@mail.com,Employee 955,HR Manager,Inactive,6971,Part-time,Citizen,27,443
956,Profile 956,user956@company.org,Employee 956,HR Manager,Active,9110,Full-time,Citizen,26,987
957,Profile 957,user957@company.org,Employee 957,Software Engineer,Inactive,3870,Part-time,Citizen,60,927
958,Profile 958,user958@corporate.net,Employee 958,HR Manager,Inactive,4021,Full-time,Foreigner,35,888
959,Profile 959,user959@example.com,Employee 959,Product Manager,Active,7417,Part-time,Foreigner,59,558
960,Profile 960,user960@corporate.net,Employee 960,DevOps Engineer,Active,3727,Part-time,PR,50,188
961,Profile 961,user961@corporate.net,Employee 961,Software Engineer,Inactive,4023,Full-time,Citizen,41,841
962,Profile 962,user962@corporate.net,Employee 962,Product Manager,Active,3596,Part-time,PR,22,974
963,Profile 963,user963@corporate.net,Employee 963,Marketing Executive,Inactive,6440,Full-time,PR,45,760
964,Profile 964,user964@example.com,Employee 964,Marketing Executive,Inactive,6690,Full-time,Foreigner,59,580
965,Profile 965,user965@mail.com,Employee 965,Marketing Executive,Inactive,8504,Part-time,Citizen,53,305
966,Profile 966,user966@company.org,Employee 966,HR Manager,Inactive,4365,Full-time,Citizen,55,299
967,Profile 967,user967@company.org,Employee 967,DevOps Engineer,Active,4102,Full-time,PR,54,372
968,Profile 968,user968@corporate.net,Employee 968,HR Manager,Inactive,4109,Full-time,Citizen,31,634
969,Profile 969,user969@mail.com,Employee 969,QA Engineer,Inactive,5050,Contract,Foreigner,34,393
970,Profile 970,user970@example.com,Employee 970,Marketing Executive,Inactive,4484,Contract,Foreigner,45,341
971,Profile 971,user971@company.org,Employee 971,DevOps Engineer,Inactive,3132,Part-time,Foreigner,23,362
972,Profile 972,user972@example.com,Employee 972,Business Analyst,Active,8903,Full-time,Citizen,60,653
973,Profile 973,user973@mail.com,Employee 973,Data Analyst,Inactive,6167,Contract,PR,47,440
974,Profile 974,user974@company.org,Employee 974,Software Engineer,Active,6605,Full-time,Citizen,20,780
975,Profile 975,user975@example.com,Employee 975,Software Engineer,Inactive,5745,Contract,Citizen,61,512
976,Profile 976,user976@example.com,Employee 976,UX Designer,Active,7933,Full-time,Foreigner,40,567
977,Profile 977,user977@example.com,Employee 977,UX Designer,Active,4382,Contract,Foreigner,40,284
978,Profile 978,user978@example.com,Employee 978,Software Engineer,Active,6997,Full-time,PR,51,644
979,Profile 979,user979@mail.com,Employee 979,Software Engineer,Inactive,7713,Full-time,Citizen,30,302
980,Profile 980,user980@mail.com,Employee 980,Business Analyst,Inactive,5215,Part-time,Citizen,41,658
981,Profile 981,user981@company.org,Employee 981,Software Engineer,Active,3450,Full-time,PR,44,987
982,Profile 982,user982@example.com,Employee 982,Product Manager,Inactive,3705,Part-time,PR,41,239
983,Profile 983,user983@example.com,Employee 983,Project Manager,Active,5287,Full-time,Foreigner,35,690
984,Profile 984,user984@company.org,Employee 984,Marketing Executive,Inactive,4549,Contract,Foreigner,38,809
985,Profile 985,user985@mail.com,Employee 985,QA Engineer,Inactive,3768,Part-time,PR,58,511
986,Profile 986,user986@corporate.net,Employee 986,QA Engineer,Inactive,8473,Part-time,Foreigner,53,495
987,Profile 987,user987@example.com,Employee 987,DevOps Engineer,Inactive,9275,Contract,Citizen,26,475
988,Profile 988,user988@corporate.net,Employee 988,HR Manager,Active,7405,Contract,PR,57,744
989,Profile 989,user989@corporate.net,Employee 989,Data Analyst,Inactive,3619,Full-time,PR,36,450
990,Profile 990,user990@company.org,Employee 990,HR Manager,Inactive,7019,Part-time,Foreigner,31,653
991,Profile 991,user991@example.com,Employee 991,Data Analyst,Inactive,6531,Part-time,Citizen,52,414
992,Profile 992,user992@company.org,Employee 992,Software Engineer,Active,3098,Contract,Citizen,37,267
993,Profile 993,user993@company.org,Employee 993,Business Analyst,Inactive,8036,Contract,Foreigner,33,300
994,Profile 994,user994@corporate.net,Employee 994,Data Analyst,Active,5700,Contract,Citizen,47,618
995,Profile 995,user995@company.org,Employee 995,QA Engineer,Active,4306,Full-time,PR,39,4
996,Profile 996,user996@example.com,Employee 996,Product Manager,Active,3143,Contract,PR,21,157
997,Profile 997,user997@company.org,Employee 997,Project Manager,Inactive,6103,Full-time,Foreigner,22,654
998,Profile 998,user998@example.com,Employee 998,QA Engineer,Active,6297,Part-time,PR,55,228
999,Profile 999,user999@company.org,Employee 999,Data Analyst,Active,5263,Part-time,PR,40,462
1000,Profile 1000,user1000@example.com,Employee 1000,Project Manager,Inactive,5832,Full-time,Foreigner,44,86
